n,native_learn,learn_unlearn,unlearn
200,0.03126335144042969,0.015622615814208984,0.0
200,0.0,0.015628576278686523,0.015619277954101562
200,0.0,0.015622615814208984,0.015623092651367188
200,0.0,0.0,0.015654802322387695
200,0.0,0.0,0.01562786102294922
200,0.0,0.0,0.015624761581420898
200,0.0179901123046875,0.006995201110839844,0.008997201919555664
200,0.0139923095703125,0.009995222091674805,0.015989303588867188
200,0.01562356948852539,0.015624761581420898,0.0
200,0.015625,0.019964933395385742,0.0
300,0.007985591888427734,0.0159909725189209,0.015989065170288086
300,0.003999471664428711,0.008992433547973633,0.0159909725189209
300,0.003998279571533203,0.011992692947387695,0.012993574142456055
300,0.007985115051269531,0.008995771408081055,0.015990018844604492
300,0.004998683929443359,0.009995698928833008,0.018990516662597656
300,0.003998756408691406,0.007995128631591797,0.0159912109375
300,0.0,0.015624046325683594,0.015621662139892578
300,0.0,0.0156252384185791,0.015645503997802734
300,0.0,0.015625953674316406,0.015622615814208984
300,0.015622138977050781,0.01562356948852539,0.015624046325683594
400,0.0,0.0,0.015630245208740234
400,0.0,0.0,0.031271934509277344
400,0.0,0.0,0.015628337860107422
400,0.0,0.015624523162841797,0.01562356948852539
400,0.015606880187988281,0.015621423721313477,0.01564192771911621
400,0.015622615814208984,0.0,0.015621423721313477
400,0.015617847442626953,0.015625715255737305,0.015650033950805664
400,0.0,0.015625,0.015624284744262695
400,0.015620708465576172,0.015627145767211914,0.015622377395629883
400,0.015623807907104492,0.015625715255737305,0.0
500,0.0,0.015624523162841797,0.015623807907104492
500,0.0,0.015623092651367188,0.015623331069946289
500,0.015624284744262695,0.0,0.015622377395629883
500,0.0,0.015626192092895508,0.015621185302734375
500,0.0,0.01562643051147461,0.015636682510375977
500,0.0,0.015627384185791016,0.015619993209838867
500,0.015604257583618164,0.015622615814208984,0.015645265579223633
500,0.0,0.015627622604370117,0.01562356948852539
500,0.0,0.0,0.031244516372680664
500,0.0,0.015627622604370117,0.015622854232788086
600,0.0,0.01863574981689453,0.01562952995300293
600,0.0,0.01562809944152832,0.015619754791259766
600,0.015620946884155273,0.015624523162841797,0.015625476837158203
600,0.0,0.01562643051147461,0.015624761581420898
600,0.0,0.01562356948852539,0.03124713897705078
600,0.015623331069946289,0.015624523162841797,0.01562356948852539
600,0.015622854232788086,0.015625476837158203,0.0
600,0.0,0.015620708465576172,0.01563119888305664
600,0.0,0.015625953674316406,0.015622615814208984
600,0.015614032745361328,0.015631437301635742,0.015627384185791016
700,0.0,0.019133567810058594,0.01564955711364746
700,0.015621185302734375,0.015623331069946289,0.01562356948852539
700,0.0,0.015624046325683594,0.031250715255737305
700,0.0,0.015624284744262695,0.031247854232788086
700,0.0,0.01562356948852539,0.0312504768371582
700,0.0,0.015624523162841797,0.031246185302734375
700,0.0,0.015627384185791016,0.031241893768310547
700,0.0,0.0,0.015624046325683594
700,0.0,0.015622377395629883,0.0156252384185791
700,0.0,0.015624284744262695,0.031248807907104492
800,0.0,0.031247615814208984,0.03125715255737305
800,0.0,0.031248092651367188,0.0312654972076416
800,0.015606164932250977,0.015622615814208984,0.0156404972076416
800,0.015642166137695312,0.015624523162841797,0.03124547004699707
800,0.0,0.015623092651367188,0.0312502384185791
800,0.0,0.031248092651367188,0.03125333786010742
800,0.015641450881958008,0.031247377395629883,0.03124833106994629
800,0.015623331069946289,0.015623807907104492,0.031248807907104492
800,0.015627384185791016,0.01562952995300293,0.0312502384185791
800,0.015623807907104492,0.0156252384185791,0.015619993209838867
900,0.015636444091796875,0.015628576278686523,0.04686737060546875
900,0.01562643051147461,0.031249046325683594,0.046869754791259766
900,0.01562952995300293,0.0156252384185791,0.04687237739562988
900,0.015623092651367188,0.031248807907104492,0.031247854232788086
900,0.0,0.031247615814208984,0.04687166213989258
900,0.0,0.031249046325683594,0.03626704216003418
900,0.015633344650268555,0.015625476837158203,0.031245946884155273
900,0.01562356948852539,0.031246185302734375,0.031249046325683594
900,0.01562643051147461,0.031247377395629883,0.03124690055847168
900,0.015611410140991211,0.015624523162841797,0.046886444091796875
1000,0.015628576278686523,0.015623092651367188,0.046874284744262695
1000,0.015642642974853516,0.032289981842041016,0.046874046325683594
1000,0.0,0.031247615814208984,0.04687190055847168
1000,0.0,0.03124713897705078,0.046872615814208984
1000,0.015630483627319336,0.031246662139892578,0.031249523162841797
1000,0.01563262939453125,0.03124833106994629,0.03375577926635742
1000,0.0,0.03106212615966797,0.04686737060546875
1000,0.015599489212036133,0.031246423721313477,0.04689764976501465
1000,0.0,0.015622377395629883,0.0468747615814209
1000,0.0,0.031242847442626953,0.04687094688415527
1100,0.015631437301635742,0.031247377395629883,0.04687047004699707
1100,0.015619754791259766,0.031247854232788086,0.06249666213989258
1100,0.0,0.04687023162841797,0.062494754791259766
1100,0.015624284744262695,0.01562786102294922,0.031247615814208984
1100,0.0,0.031247854232788086,0.03124856948852539
1100,0.0,0.031247615814208984,0.031249523162841797
1100,0.0,0.0156252384185791,0.03124403953552246
1100,0.009994745254516602,0.03125262260437012,0.03938913345336914
1100,0.0,0.0156252384185791,0.0468900203704834
1100,0.015627384185791016,0.03125,0.031245946884155273
1200,0.0,0.031250715255737305,0.046869754791259766
1200,0.0,0.03124856948852539,0.04687309265136719
1200,0.0,0.03328347206115723,0.046869754791259766
1200,0.015630483627319336,0.04687142372131348,0.031247615814208984
1200,0.015626192092895508,0.0312502384185791,0.03124547004699707
1200,0.015615463256835938,0.031250953674316406,0.046892404556274414
1200,0.015637636184692383,0.03124713897705078,0.03125
1200,0.0,0.031248807907104492,0.04687356948852539
1200,0.01563858985900879,0.031247377395629883,0.031249046325683594
1200,0.015645265579223633,0.02263808250427246,0.04687905311584473
1300,0.0,0.03124713897705078,0.06249713897705078
1300,0.015647172927856445,0.031249284744262695,0.031247854232788086
1300,0.0,0.031247615814208984,0.04687166213989258
1300,0.015625,0.03125262260437012,0.031245946884155273
1300,0.015624523162841797,0.03125262260437012,0.031246185302734375
1300,0.015622377395629883,0.0312497615814209,0.03124856948852539
1300,0.015626907348632812,0.04687857627868652,0.031246185302734375
1300,0.015638351440429688,0.031246662139892578,0.03124713897705078
1300,0.01562190055847168,0.03125,0.031248092651367188
1300,0.019165754318237305,0.031249284744262695,0.04687142372131348
1400,0.015630483627319336,0.03125262260437012,0.031247615814208984
1400,0.0,0.04687213897705078,0.046871185302734375
