n,native_learn,learn_unlearn,unlearn
200,0.009288311004638672,0.0,0.2610206604003906
200,0.0,0.015604972839355469,0.0
200,0.0,0.0,0.0
200,0.015627145767211914,0.0,0.0
200,0.0,0.015623331069946289,0.0
200,0.015623092651367188,0.0,0.0
200,0.0,0.015622854232788086,0.0
200,0.0,0.015606880187988281,0.0
200,0.004995584487915039,0.005979299545288086,0.0009996891021728516
200,0.009994983673095703,0.0059964656829833984,0.0009832382202148438
300,0.01562356948852539,0.0,0.0
300,0.015642404556274414,0.0,0.0
300,0.015623331069946289,0.0,0.0
300,0.0049970149993896484,0.011992931365966797,0.0019876956939697266
300,0.005991935729980469,0.0069959163665771484,0.0020046234130859375
300,0.004993438720703125,0.0059967041015625,0.0030012130737304688
300,0.0049953460693359375,0.008013486862182617,0.00099945068359375
300,0.005013942718505859,0.009998083114624023,0.0019965171813964844
300,0.005002021789550781,0.007995843887329102,0.0009989738464355469
300,0.005013227462768555,0.0069789886474609375,0.0010006427764892578
400,0.005015134811401367,0.0069980621337890625,0.004979372024536133
400,0.0,0.0156252384185791,0.0
400,0.004160881042480469,0.02386474609375,0.0029976367950439453
400,0.0,0.0156252384185791,0.0
400,0.006038188934326172,0.015627384185791016,0.0
400,0.0,0.015623331069946289,0.0
400,0.0,0.01562047004699707,0.0
400,0.0,0.0,0.015605688095092773
400,0.0,0.0,0.0
400,0.0,0.015625,0.0
500,0.0,0.01562786102294922,0.0
500,0.015622854232788086,0.015624046325683594,0.0
500,0.015608787536621094,0.0,0.0
500,0.01562976837158203,0.0,0.0
500,0.0,0.015609979629516602,0.0
500,0.012981653213500977,0.019987106323242188,0.002020597457885742
500,0.0,0.015625953674316406,0.0
500,0.007033824920654297,0.027983903884887695,0.005202770233154297
500,0.0,0.015625,0.0
500,0.0,0.0156252384185791,0.0
600,0.0,0.09377741813659668,0.0
600,0.01562356948852539,0.015624284744262695,0.0
600,0.0,0.015625715255737305,0.0
600,0.0,0.015623807907104492,0.0
600,0.0,0.015625,0.0
600,0.00800180435180664,0.0,0.0010004043579101562
600,0.015608549118041992,0.0156400203704834,0.0
600,0.01564788818359375,0.0,0.0
600,0.0042781829833984375,0.010994434356689453,0.0009982585906982422
600,0.0,0.015625715255737305,0.0
700,0.004996061325073242,0.011993169784545898,0.003998279571533203
700,0.004998207092285156,0.013991594314575195,0.002996683120727539
700,0.005978822708129883,0.011993646621704102,0.001997232437133789
700,0.00501561164855957,0.013992071151733398,0.002997159957885742
700,0.0,0.01562666893005371,0.0
700,0.0022039413452148438,0.012009859085083008,0.0019974708557128906
700,0.0,0.015625476837158203,0.0
700,0.0,0.0,0.015643596649169922
700,0.0,0.015625476837158203,0.0
700,0.004978656768798828,0.012991905212402344,0.0030150413513183594
800,0.0,0.015972375869750977,0.0022144317626953125
800,0.005981922149658203,0.014971256256103516,0.004015684127807617
800,0.015620946884155273,0.015625,0.0
800,0.004978656768798828,0.015009880065917969,0.0030145645141601562
800,0.0,0.015643835067749023,0.0
800,0.0,0.015625715255737305,0.0
800,0.01562047004699707,0.015628576278686523,0.0
800,0.0,0.015626192092895508,0.0
800,0.0,0.015625476837158203,0.0
800,0.01999688148498535,0.01564764976501465,0.0
900,0.0,0.0312652587890625,0.0
900,0.0,0.031250953674316406,0.0
900,0.015625476837158203,0.015625476837158203,0.0
900,0.0049970149993896484,0.021805763244628906,0.0039975643157958984
900,0.0,0.01560521125793457,0.0
900,0.0,0.017990827560424805,0.0011789798736572266
900,0.0,0.02200627326965332,0.004125118255615234
900,0.01562666893005371,0.01018381118774414,0.0
900,0.015625,0.012118101119995117,0.0
900,0.01564311981201172,0.014182090759277344,0.0
1000,0.0,0.01011800765991211,0.015642642974853516
1000,0.0,0.007161378860473633,0.015624761581420898
1000,0.0,0.015625,0.015624046325683594
1000,0.015623807907104492,0.015627384185791016,0.0
1000,0.007995843887329102,0.024068593978881836,0.005998373031616211
1000,0.011506795883178711,0.031248092651367188,0.0
1000,0.0,0.015607118606567383,0.015624284744262695
1000,0.0,0.021014928817749023,0.0
1000,0.015642404556274414,0.03124547004699707,0.0
1000,0.01563882827758789,0.015626907348632812,0.0
1100,0.0,0.031247615814208984,0.0
1100,0.0,0.031247615814208984,0.0
1100,0.015621423721313477,0.03125166893005371,0.0
1100,0.0,0.015625,0.015606880187988281
1100,0.015642881393432617,0.03124713897705078,0.0
1100,0.0,0.031249523162841797,0.0
1100,0.005998134613037109,0.03523087501525879,0.003995656967163086
1100,0.0,0.015642881393432617,0.015604734420776367
1100,0.015606880187988281,0.0176699161529541,0.0
1100,0.0,0.03626894950866699,0.0
1200,0.0,0.031247854232788086,0.01562666893005371
1200,0.0,0.038831233978271484,0.005265235900878906
1200,0.007996559143066406,0.0359807014465332,0.005994081497192383
1200,0.004997730255126953,0.031248092651367188,0.0069904327392578125
1200,0.0069980621337890625,0.026968002319335938,0.003996610641479492
1200,0.0049970149993896484,0.02696514129638672,0.005996227264404297
1200,0.015624046325683594,0.031247615814208984,0.0
1200,0.004050493240356445,0.027983427047729492,0.004996538162231445
1200,0.00601506233215332,0.041342973709106445,0.0069959163665771484
1200,0.0,0.015626907348632812,0.015621423721313477
1300,0.0,0.031230688095092773,0.0
1300,0.015622615814208984,0.03125143051147461,0.0
1300,0.0,0.03125166893005371,0.015602827072143555
1300,0.015604496002197266,0.031248807907104492,0.0
1300,0.015605688095092773,0.0312654972076416,0.0
1300,0.0,0.03124833106994629,0.015605449676513672
1300,0.0,0.026646137237548828,0.0
1300,0.0,0.015624761581420898,0.01560664176940918
1300,0.0,0.0312657356262207,0.01560664176940918
1300,0.015623092651367188,0.031230926513671875,0.0
1400,0.0,0.03126883506774902,0.015605926513671875
1400,0.01562356948852539,0.031229734420776367,0.0
1400,0.008995294570922852,0.048554182052612305,0.007014274597167969
1400,0.0069963932037353516,0.040175676345825195,0.005995750427246094
1400,0.0,0.03126978874206543,0.015601873397827148
1400,0.015625715255737305,0.031247615814208984,0.0
1400,0.005995273590087891,0.04242587089538574,0.009995698928833008
1400,0.00699615478515625,0.03498053550720215,0.0049932003021240234
1400,0.0,0.0312497615814209,0.015622138977050781
1400,0.0069963932037353516,0.03124856948852539,0.02099442481994629
1500,0.0,0.031249046325683594,0.015624284744262695
1500,0.0,0.0312504768371582,0.01562356948852539
1500,0.015625476837158203,0.046854496002197266,0.0
1500,0.0,0.031247377395629883,0.015623331069946289
1500,0.0069959163665771484,0.05029749870300293,0.00699615478515625
